mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_reg__l1_ratio,param_reg__random_state,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
10.182516932487488,3.90579617023468,0.08561420440673828,0.0007810592651367188,0.0,42,"{'reg__l1_ratio': 0, 'reg__random_state': 42}",-140482.7459861099,-121040.38692902548,-130761.56645756768,9721.179528542205,5
0.3723059892654419,0.1482299566268921,0.12919366359710693,0.010063529014587402,0.25,42,"{'reg__l1_ratio': 0.25, 'reg__random_state': 42}",-137197.23494272443,-118147.13589635337,-127672.1854195389,9525.049523185531,4
0.3775334358215332,0.12907958030700684,0.11401641368865967,0.017230629920959473,0.5,42,"{'reg__l1_ratio': 0.5, 'reg__random_state': 42}",-132905.779492584,-114910.39104183746,-123908.08526721073,8997.69422537327,3
0.3991715908050537,0.14115548133850098,0.10575854778289795,0.013614535331726074,0.75,42,"{'reg__l1_ratio': 0.75, 'reg__random_state': 42}",-126114.84391572607,-110773.07456015667,-118443.95923794137,7670.884677784699,2
9.318710923194885,3.5940619707107544,0.07798647880554199,0.004969596862792969,1.0,42,"{'reg__l1_ratio': 1, 'reg__random_state': 42}",-91379.3622279587,-92636.60264136398,-92007.98243466133,628.6202067026388,1
