mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_reg__l1_ratio,param_reg__random_state,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0.15915513038635254,0.05360293388366699,0.05499005317687988,0.006451845169067383,0.5,42,"{'reg__l1_ratio': 0.5, 'reg__random_state': 42}",-132910.35284694826,-114944.56452247855,-123927.4586847134,8982.89416223485,1
